User	Video	Orientation	Slant	Label
54	3189	semi-radicalized	0.24	neutral
54	5545	semi-radicalized	0.85	harmful
54	307	semi-radicalized	0.96	harmful
54	5533	semi-radicalized	0.02	neutral
54	4528	semi-radicalized	0.84	harmful
54	595	semi-radicalized	0.15	neutral
54	4886	semi-radicalized	0.18	neutral
54	4662	semi-radicalized	0.2	neutral
54	5969	semi-radicalized	0.79	harmful
54	6877	semi-radicalized	0.01	neutral
54	6786	semi-radicalized	0.08	neutral
54	4997	semi-radicalized	0.98	harmful
54	6702	semi-radicalized	0.21	neutral
54	480	semi-radicalized	0.02	neutral
54	2139	semi-radicalized	0.92	harmful
54	8978	semi-radicalized	0.13	neutral
54	5376	semi-radicalized	0.13	neutral
54	3694	semi-radicalized	0.84	harmful
54	469	semi-radicalized	0.93	harmful
54	4267	semi-radicalized	0.81	harmful
54	670	semi-radicalized	0.9	harmful
54	6803	semi-radicalized	0.18	neutral
54	1163	semi-radicalized	0.99	harmful
54	1750	semi-radicalized	0.12	neutral
54	5465	semi-radicalized	0.02	neutral
54	8453	semi-radicalized	0.9	harmful
54	782	semi-radicalized	0.09	neutral
54	3792	semi-radicalized	1.0	harmful
54	5437	semi-radicalized	0.89	harmful
54	7775	semi-radicalized	1.0	harmful
54	1392	semi-radicalized	0.97	harmful
54	104	semi-radicalized	0.14	neutral
54	2192	semi-radicalized	0.9	harmful
54	7263	semi-radicalized	0.83	harmful
54	7566	semi-radicalized	0.98	harmful
54	3084	semi-radicalized	0.89	harmful
54	5681	semi-radicalized	0.21	neutral
54	3458	semi-radicalized	0.98	harmful
54	3529	semi-radicalized	0.88	harmful
54	9404	semi-radicalized	0.9	harmful
54	6934	semi-radicalized	0.93	harmful
54	7038	semi-radicalized	0.81	harmful
54	8610	semi-radicalized	0.92	harmful
54	7852	semi-radicalized	0.2	neutral
54	9837	semi-radicalized	0.79	harmful
54	1669	semi-radicalized	0.0	neutral
54	5958	semi-radicalized	0.18	neutral
54	1498	semi-radicalized	0.86	harmful
54	1152	semi-radicalized	0.87	harmful
54	8145	semi-radicalized	0.85	harmful
54	5698	semi-radicalized	0.95	harmful
54	5354	semi-radicalized	0.91	harmful
54	7832	semi-radicalized	0.84	harmful
54	8302	semi-radicalized	0.8	harmful
54	8619	semi-radicalized	0.15	neutral
54	2830	semi-radicalized	0.79	harmful
54	2909	semi-radicalized	0.01	neutral
54	5067	semi-radicalized	0.94	harmful
54	7627	semi-radicalized	0.99	harmful
54	7744	semi-radicalized	0.98	harmful
54	7854	semi-radicalized	0.88	harmful
54	5267	semi-radicalized	0.11	neutral
54	224	semi-radicalized	0.9	harmful
54	3455	semi-radicalized	0.89	harmful
54	2911	semi-radicalized	0.15	neutral
54	8020	semi-radicalized	0.91	harmful
54	6192	semi-radicalized	0.76	harmful
54	2350	semi-radicalized	0.87	harmful
54	2231	semi-radicalized	0.77	harmful
54	1968	semi-radicalized	0.95	harmful
54	8711	semi-radicalized	0.2	neutral
54	1274	semi-radicalized	0.76	harmful
55	5340	semi-radicalized	0.95	harmful
55	8210	semi-radicalized	0.81	harmful
55	9835	semi-radicalized	0.11	neutral
55	9606	semi-radicalized	0.89	harmful
55	443	semi-radicalized	0.1	neutral
55	2281	semi-radicalized	0.09	neutral
55	9861	semi-radicalized	0.79	harmful
55	6361	semi-radicalized	0.04	neutral
55	6683	semi-radicalized	0.2	neutral
55	4071	semi-radicalized	0.05	neutral
55	656	semi-radicalized	1.0	harmful
55	4137	semi-radicalized	0.86	harmful
55	6194	semi-radicalized	0.01	neutral
55	8357	semi-radicalized	0.2	neutral
55	9225	semi-radicalized	0.18	neutral
55	97	semi-radicalized	0.94	harmful
55	4413	semi-radicalized	0.06	neutral
55	3867	semi-radicalized	0.21	neutral
55	5775	semi-radicalized	0.13	neutral
55	9963	semi-radicalized	0.84	harmful
55	2280	semi-radicalized	0.07	neutral
55	616	semi-radicalized	0.07	neutral
55	5132	semi-radicalized	0.19	neutral
55	5360	semi-radicalized	0.09	neutral
55	6221	semi-radicalized	0.03	neutral
55	2098	semi-radicalized	0.23	neutral
55	4738	semi-radicalized	0.17	neutral
55	3716	semi-radicalized	0.2	neutral
55	6695	semi-radicalized	0.19	neutral
55	1514	semi-radicalized	0.02	neutral
55	7847	semi-radicalized	0.88	harmful
55	397	semi-radicalized	0.22	neutral
55	6608	semi-radicalized	0.1	neutral
55	1415	semi-radicalized	0.04	neutral
55	4920	semi-radicalized	0.81	harmful
55	8575	semi-radicalized	0.21	neutral
55	7653	semi-radicalized	0.22	neutral
55	6519	semi-radicalized	0.91	harmful
55	1767	semi-radicalized	0.85	harmful
55	918	semi-radicalized	0.19	neutral
55	8851	semi-radicalized	0.18	neutral
55	4076	semi-radicalized	0.2	neutral
55	840	semi-radicalized	0.17	neutral
55	9064	semi-radicalized	0.08	neutral
55	5900	semi-radicalized	0.21	neutral
55	6195	semi-radicalized	0.2	neutral
55	2208	semi-radicalized	0.82	harmful
55	1724	semi-radicalized	0.88	harmful
55	6688	semi-radicalized	0.04	neutral
55	8384	semi-radicalized	0.23	neutral
55	8430	semi-radicalized	0.12	neutral
55	695	semi-radicalized	0.78	harmful
55	4814	semi-radicalized	0.04	neutral
55	6671	semi-radicalized	0.89	harmful
55	599	semi-radicalized	0.78	harmful
55	6	semi-radicalized	0.21	neutral
55	9372	semi-radicalized	0.77	harmful
55	6941	semi-radicalized	0.07	neutral
55	9001	semi-radicalized	0.81	harmful
55	5588	semi-radicalized	0.14	neutral
55	3837	semi-radicalized	0.23	neutral
55	8576	semi-radicalized	0.13	neutral
55	9522	semi-radicalized	0.25	neutral
55	2272	semi-radicalized	0.13	neutral
55	1263	semi-radicalized	0.01	neutral
55	7467	semi-radicalized	0.05	neutral
55	8757	semi-radicalized	0.06	neutral
55	319	semi-radicalized	0.14	neutral
55	2765	semi-radicalized	0.88	harmful
55	2724	semi-radicalized	0.8	harmful
55	8048	semi-radicalized	0.93	harmful
55	8903	semi-radicalized	0.17	neutral
55	9036	semi-radicalized	0.23	neutral
55	4034	semi-radicalized	0.04	neutral
55	5069	semi-radicalized	0.25	neutral
55	5251	semi-radicalized	0.76	harmful
55	7876	semi-radicalized	0.21	neutral
55	9418	semi-radicalized	0.8	harmful
55	7388	semi-radicalized	0.13	neutral
56	4815	non radicalized	0.25	neutral
56	8655	non radicalized	0.14	neutral
56	6789	non radicalized	0.02	neutral
56	9753	non radicalized	0.11	neutral
56	4381	non radicalized	0.21	neutral
56	8100	non radicalized	0.06	neutral
56	5027	non radicalized	0.03	neutral
56	5286	non radicalized	0.23	neutral
56	1389	non radicalized	0.24	neutral
56	3507	non radicalized	0.12	neutral
56	4910	non radicalized	0.09	neutral
56	9879	non radicalized	0.23	neutral
56	5114	non radicalized	0.86	harmful
56	2523	non radicalized	0.0	neutral
56	7555	non radicalized	0.04	neutral
56	8826	non radicalized	0.15	neutral
56	8925	non radicalized	0.22	neutral
56	3016	non radicalized	0.12	neutral
56	171	non radicalized	0.14	neutral
56	7940	non radicalized	0.15	neutral
56	7324	non radicalized	0.77	harmful
56	5479	non radicalized	0.2	neutral
56	1293	non radicalized	0.16	neutral
56	3761	non radicalized	0.06	neutral
56	6877	non radicalized	0.01	neutral
56	7165	non radicalized	0.13	neutral
56	7771	non radicalized	0.16	neutral
56	8382	non radicalized	0.15	neutral
56	7923	non radicalized	0.16	neutral
56	9495	non radicalized	0.25	neutral
56	6497	non radicalized	0.16	neutral
56	5728	non radicalized	0.0	neutral
56	5681	non radicalized	0.21	neutral
56	4043	non radicalized	0.02	neutral
56	7713	non radicalized	0.23	neutral
56	305	non radicalized	0.08	neutral
56	1137	non radicalized	0.11	neutral
56	4882	non radicalized	0.08	neutral
56	2266	non radicalized	0.25	neutral
56	2884	non radicalized	0.13	neutral
56	1662	non radicalized	0.15	neutral
56	9681	non radicalized	0.15	neutral
56	1658	non radicalized	0.15	neutral
56	4267	non radicalized	0.81	harmful
56	3050	non radicalized	0.04	neutral
56	2086	non radicalized	0.18	neutral
56	4789	non radicalized	0.05	neutral
56	1341	non radicalized	0.16	neutral
56	2970	non radicalized	0.16	neutral
56	4350	non radicalized	0.05	neutral
56	9551	non radicalized	0.13	neutral
56	5533	non radicalized	0.02	neutral
56	5632	non radicalized	0.06	neutral
56	5987	non radicalized	0.07	neutral
56	8618	non radicalized	0.88	harmful
56	7091	non radicalized	0.09	neutral
56	4206	non radicalized	0.14	neutral
56	3114	non radicalized	0.04	neutral
56	8669	non radicalized	0.03	neutral
56	4265	non radicalized	0.06	neutral
56	6786	non radicalized	0.08	neutral
56	3189	non radicalized	0.24	neutral
56	8978	non radicalized	0.13	neutral
56	2230	non radicalized	0.23	neutral
56	6912	non radicalized	0.24	neutral
56	7744	non radicalized	0.98	harmful
56	5171	non radicalized	0.13	neutral
56	8519	non radicalized	0.14	neutral
56	8642	non radicalized	0.05	neutral
56	2614	non radicalized	0.2	neutral
56	7852	non radicalized	0.2	neutral
56	9329	non radicalized	0.1	neutral
56	6395	non radicalized	0.05	neutral
56	3450	non radicalized	0.11	neutral
56	3933	non radicalized	0.22	neutral
56	1859	non radicalized	0.02	neutral
56	480	non radicalized	0.02	neutral
56	5417	non radicalized	0.25	neutral
57	5934	radicalized	0.93	harmful
57	7500	radicalized	0.06	neutral
57	3010	radicalized	0.98	harmful
57	7693	radicalized	0.81	harmful
57	4180	radicalized	0.99	harmful
57	1045	radicalized	0.76	harmful
57	6639	radicalized	0.94	harmful
57	8667	radicalized	0.91	harmful
57	7041	radicalized	0.75	harmful
57	7561	radicalized	0.11	neutral
57	2309	radicalized	0.78	harmful
57	1510	radicalized	0.06	neutral
57	7368	radicalized	0.95	harmful
57	2061	radicalized	0.98	harmful
57	2122	radicalized	0.94	harmful
57	1438	radicalized	0.86	harmful
57	396	radicalized	0.96	harmful
57	83	radicalized	0.77	harmful
57	8362	radicalized	0.76	harmful
57	5664	radicalized	0.79	harmful
57	1294	radicalized	0.99	harmful
57	862	radicalized	0.98	harmful
57	5957	radicalized	0.92	harmful
57	5385	radicalized	0.88	harmful
57	5384	radicalized	0.96	harmful
57	191	radicalized	0.91	harmful
57	8700	radicalized	0.94	harmful
57	4918	radicalized	0.84	harmful
57	4666	radicalized	0.92	harmful
57	8797	radicalized	0.78	harmful
57	763	radicalized	0.86	harmful
57	3950	radicalized	0.78	harmful
57	7540	radicalized	0.95	harmful
57	6930	radicalized	0.88	harmful
57	3873	radicalized	0.86	harmful
57	6641	radicalized	0.98	harmful
57	6034	radicalized	0.96	harmful
57	1758	radicalized	0.93	harmful
57	4136	radicalized	0.87	harmful
57	275	radicalized	0.88	harmful
57	9594	radicalized	0.83	harmful
57	1094	radicalized	0.97	harmful
57	1741	radicalized	0.86	harmful
57	2612	radicalized	0.79	harmful
57	6790	radicalized	0.82	harmful
57	2923	radicalized	0.95	harmful
57	604	radicalized	0.89	harmful
57	5127	radicalized	0.87	harmful
57	9976	radicalized	0.82	harmful
57	5711	radicalized	0.0	neutral
57	175	radicalized	0.95	harmful
57	2561	radicalized	0.95	harmful
57	8499	radicalized	0.98	harmful
57	6336	radicalized	0.82	harmful
57	3810	radicalized	0.94	harmful
57	1241	radicalized	0.88	harmful
57	2159	radicalized	0.75	harmful
57	2383	radicalized	0.92	harmful
57	9019	radicalized	0.83	harmful
57	1424	radicalized	0.85	harmful
57	3165	radicalized	0.1	neutral
57	2108	radicalized	0.93	harmful
57	1512	radicalized	0.83	harmful
57	4153	radicalized	0.84	harmful
57	4551	radicalized	0.9	harmful
58	1572	non radicalized	0.17	neutral
58	1343	non radicalized	0.06	neutral
58	262	non radicalized	0.23	neutral
58	4438	non radicalized	0.09	neutral
58	691	non radicalized	0.13	neutral
58	4197	non radicalized	0.09	neutral
58	6205	non radicalized	0.12	neutral
58	8559	non radicalized	0.23	neutral
58	6272	non radicalized	0.23	neutral
58	1827	non radicalized	0.1	neutral
58	7496	non radicalized	0.03	neutral
58	6013	non radicalized	0.06	neutral
58	7625	non radicalized	0.1	neutral
58	9462	non radicalized	0.01	neutral
58	9240	non radicalized	0.08	neutral
58	8	non radicalized	0.09	neutral
58	8309	non radicalized	0.07	neutral
58	6569	non radicalized	0.21	neutral
58	703	non radicalized	0.12	neutral
58	8450	non radicalized	0.17	neutral
58	9917	non radicalized	0.17	neutral
58	8227	non radicalized	0.15	neutral
58	1997	non radicalized	0.19	neutral
58	1248	non radicalized	0.15	neutral
58	1377	non radicalized	0.22	neutral
58	270	non radicalized	0.19	neutral
58	5228	non radicalized	0.05	neutral
58	2997	non radicalized	0.15	neutral
58	8369	non radicalized	0.24	neutral
58	7416	non radicalized	0.18	neutral
58	6640	non radicalized	0.17	neutral
58	3224	non radicalized	0.03	neutral
58	2605	non radicalized	0.09	neutral
58	9243	non radicalized	0.01	neutral
58	54	non radicalized	0.15	neutral
58	7691	non radicalized	0.22	neutral
58	9602	non radicalized	0.13	neutral
58	850	non radicalized	0.05	neutral
58	3227	non radicalized	0.23	neutral
58	1082	non radicalized	0.1	neutral
58	4383	non radicalized	0.07	neutral
58	6924	non radicalized	0.2	neutral
58	9779	non radicalized	0.18	neutral
58	988	non radicalized	0.13	neutral
58	207	non radicalized	0.24	neutral
58	1919	non radicalized	0.12	neutral
58	6048	non radicalized	0.2	neutral
58	1855	non radicalized	0.17	neutral
58	2789	non radicalized	0.06	neutral
58	5808	non radicalized	0.2	neutral
58	877	non radicalized	0.07	neutral
58	8848	non radicalized	0.21	neutral
58	4373	non radicalized	0.17	neutral
58	4541	non radicalized	0.23	neutral
58	9852	non radicalized	0.11	neutral
58	908	non radicalized	0.06	neutral
58	2451	non radicalized	0.19	neutral
58	9191	non radicalized	0.2	neutral
58	818	non radicalized	0.05	neutral
58	5866	non radicalized	0.13	neutral
58	7592	non radicalized	0.05	neutral
58	9474	non radicalized	0.2	neutral
58	9437	non radicalized	0.05	neutral
58	5050	non radicalized	0.14	neutral
58	654	non radicalized	0.2	neutral
58	6271	non radicalized	0.08	neutral
58	1046	non radicalized	0.11	neutral
58	8479	non radicalized	0.19	neutral
58	8630	non radicalized	0.2	neutral
58	9450	non radicalized	0.2	neutral
58	9943	non radicalized	0.03	neutral
58	9118	non radicalized	0.02	neutral
58	2193	non radicalized	0.19	neutral
58	6367	non radicalized	0.13	neutral
58	5217	non radicalized	0.02	neutral
58	4334	non radicalized	0.22	neutral
58	6241	non radicalized	0.15	neutral
58	2310	non radicalized	0.09	neutral
58	7338	non radicalized	0.0	neutral
58	6848	non radicalized	0.14	neutral
58	2162	non radicalized	0.01	neutral
58	8629	non radicalized	0.08	neutral
58	7239	non radicalized	0.01	neutral
58	446	non radicalized	0.1	neutral
58	7292	non radicalized	0.1	neutral
58	4868	non radicalized	0.04	neutral
59	5377	semi-radicalized	0.14	neutral
59	5296	semi-radicalized	0.92	harmful
59	8827	semi-radicalized	0.1	neutral
59	6470	semi-radicalized	0.16	neutral
59	5880	semi-radicalized	0.16	neutral
59	2395	semi-radicalized	0.24	neutral
59	1246	semi-radicalized	0.8	harmful
59	289	semi-radicalized	0.88	harmful
59	7513	semi-radicalized	0.95	harmful
59	6049	semi-radicalized	0.95	harmful
59	1846	semi-radicalized	0.03	neutral
59	4409	semi-radicalized	0.88	harmful
59	1111	semi-radicalized	0.91	harmful
59	1160	semi-radicalized	0.12	neutral
59	9662	semi-radicalized	0.77	harmful
59	6559	semi-radicalized	0.1	neutral
59	3531	semi-radicalized	0.91	harmful
59	1300	semi-radicalized	0.14	neutral
59	1948	semi-radicalized	0.96	harmful
59	6556	semi-radicalized	0.82	harmful
59	2297	semi-radicalized	0.93	harmful
59	8626	semi-radicalized	0.82	harmful
59	766	semi-radicalized	0.85	harmful
59	9493	semi-radicalized	0.9	harmful
59	1271	semi-radicalized	0.15	neutral
59	6415	semi-radicalized	0.95	harmful
59	2234	semi-radicalized	0.96	harmful
59	8867	semi-radicalized	0.75	harmful
59	311	semi-radicalized	0.85	harmful
59	4776	semi-radicalized	0.8	harmful
59	6846	semi-radicalized	0.81	harmful
59	989	semi-radicalized	0.89	harmful
59	6883	semi-radicalized	0.92	harmful
59	8799	semi-radicalized	0.94	harmful
59	7442	semi-radicalized	0.15	neutral
59	2199	semi-radicalized	0.01	neutral
59	1022	semi-radicalized	0.78	harmful
59	9620	semi-radicalized	0.9	harmful
59	2817	semi-radicalized	0.88	harmful
59	2010	semi-radicalized	0.24	neutral
59	655	semi-radicalized	0.86	harmful
59	3389	semi-radicalized	0.14	neutral
59	6745	semi-radicalized	0.88	harmful
59	727	semi-radicalized	0.94	harmful
59	5292	semi-radicalized	0.9	harmful
59	9452	semi-radicalized	0.83	harmful
59	6545	semi-radicalized	0.84	harmful
59	5518	semi-radicalized	0.77	harmful
59	2371	semi-radicalized	0.04	neutral
59	5458	semi-radicalized	0.92	harmful
59	700	semi-radicalized	0.04	neutral
59	1533	semi-radicalized	0.04	neutral
59	9572	semi-radicalized	0.85	harmful
59	2028	semi-radicalized	0.94	harmful
59	4490	semi-radicalized	0.84	harmful
59	3286	semi-radicalized	0.14	neutral
59	6191	semi-radicalized	0.25	neutral
59	2608	semi-radicalized	0.78	harmful
59	8090	semi-radicalized	0.79	harmful
59	9776	semi-radicalized	0.76	harmful
59	2692	semi-radicalized	0.81	harmful
59	9182	semi-radicalized	0.79	harmful
59	2303	semi-radicalized	0.81	harmful
59	1864	semi-radicalized	0.76	harmful
59	6873	semi-radicalized	0.77	harmful
59	6226	semi-radicalized	0.16	neutral
59	6443	semi-radicalized	0.92	harmful
59	158	semi-radicalized	0.81	harmful
59	360	semi-radicalized	0.84	harmful
59	5324	semi-radicalized	0.91	harmful
59	4403	semi-radicalized	0.06	neutral
59	4885	semi-radicalized	0.83	harmful
59	7605	semi-radicalized	0.15	neutral
59	6679	semi-radicalized	0.99	harmful
59	2867	semi-radicalized	0.07	neutral
59	3295	semi-radicalized	0.87	harmful
59	7220	semi-radicalized	0.8	harmful
59	71	semi-radicalized	0.88	harmful
59	8685	semi-radicalized	0.21	neutral
59	9389	semi-radicalized	0.97	harmful
59	7059	semi-radicalized	0.0	neutral
59	4079	semi-radicalized	0.05	neutral
59	5735	semi-radicalized	0.22	neutral
59	3401	semi-radicalized	0.81	harmful
59	1996	semi-radicalized	0.9	harmful
60	9299	semi-radicalized	0.2	neutral
60	270	semi-radicalized	0.19	neutral
60	6565	semi-radicalized	0.24	neutral
60	5911	semi-radicalized	0.08	neutral
60	4126	semi-radicalized	0.07	neutral
60	5850	semi-radicalized	0.04	neutral
60	6602	semi-radicalized	0.05	neutral
60	2340	semi-radicalized	0.05	neutral
60	9462	semi-radicalized	0.01	neutral
60	1053	semi-radicalized	0.2	neutral
60	6574	semi-radicalized	0.02	neutral
60	575	semi-radicalized	0.88	harmful
60	2193	semi-radicalized	0.19	neutral
60	6486	semi-radicalized	0.15	neutral
60	3690	semi-radicalized	0.92	harmful
60	5228	semi-radicalized	0.05	neutral
60	4906	semi-radicalized	0.1	neutral
60	4192	semi-radicalized	0.12	neutral
60	4931	semi-radicalized	0.05	neutral
60	262	semi-radicalized	0.23	neutral
60	8470	semi-radicalized	0.19	neutral
60	6275	semi-radicalized	0.77	harmful
60	1014	semi-radicalized	0.21	neutral
60	8	semi-radicalized	0.09	neutral
60	8322	semi-radicalized	0.07	neutral
60	7691	semi-radicalized	0.22	neutral
60	5288	semi-radicalized	0.19	neutral
60	3022	semi-radicalized	0.2	neutral
60	5392	semi-radicalized	0.15	neutral
60	6648	semi-radicalized	0.03	neutral
60	8848	semi-radicalized	0.21	neutral
60	207	semi-radicalized	0.24	neutral
60	4326	semi-radicalized	0.17	neutral
60	1248	semi-radicalized	0.15	neutral
60	1377	semi-radicalized	0.22	neutral
60	6870	semi-radicalized	0.22	neutral
60	6272	semi-radicalized	0.23	neutral
60	2919	semi-radicalized	0.14	neutral
60	1919	semi-radicalized	0.12	neutral
60	1546	semi-radicalized	0.79	harmful
60	988	semi-radicalized	0.13	neutral
60	9852	semi-radicalized	0.11	neutral
60	6013	semi-radicalized	0.06	neutral
60	4373	semi-radicalized	0.17	neutral
60	2997	semi-radicalized	0.15	neutral
60	9579	semi-radicalized	0.05	neutral
60	8450	semi-radicalized	0.17	neutral
60	6241	semi-radicalized	0.15	neutral
60	4334	semi-radicalized	0.22	neutral
60	6367	semi-radicalized	0.13	neutral
60	3224	semi-radicalized	0.03	neutral
60	3622	semi-radicalized	0.12	neutral
60	8369	semi-radicalized	0.24	neutral
60	6712	semi-radicalized	0.07	neutral
60	637	semi-radicalized	0.08	neutral
60	9243	semi-radicalized	0.01	neutral
60	2605	semi-radicalized	0.09	neutral
60	6048	semi-radicalized	0.2	neutral
60	9372	semi-radicalized	0.77	harmful
60	4999	semi-radicalized	0.17	neutral
60	2451	semi-radicalized	0.19	neutral
60	9191	semi-radicalized	0.2	neutral
60	6271	semi-radicalized	0.08	neutral
60	850	semi-radicalized	0.05	neutral
60	8629	semi-radicalized	0.08	neutral
60	6126	semi-radicalized	0.04	neutral
60	3588	semi-radicalized	0.84	harmful
60	2162	semi-radicalized	0.01	neutral
60	7625	semi-radicalized	0.1	neutral
60	2789	semi-radicalized	0.06	neutral
60	654	semi-radicalized	0.2	neutral
60	3199	semi-radicalized	0.01	neutral
60	4383	semi-radicalized	0.07	neutral
60	5866	semi-radicalized	0.13	neutral
60	6924	semi-radicalized	0.2	neutral
60	2949	semi-radicalized	0.95	harmful
60	9414	semi-radicalized	0.8	harmful
60	381	semi-radicalized	0.86	harmful
60	9409	semi-radicalized	0.88	harmful
60	5421	semi-radicalized	0.91	harmful
60	9393	semi-radicalized	0.88	harmful
60	2896	semi-radicalized	0.79	harmful
60	5476	semi-radicalized	0.94	harmful
60	2882	semi-radicalized	0.85	harmful
60	406	semi-radicalized	0.88	harmful
60	5339	semi-radicalized	0.9	harmful
61	990	non radicalized	0.08	neutral
61	5678	non radicalized	0.12	neutral
61	1671	non radicalized	0.22	neutral
61	7570	non radicalized	0.12	neutral
61	3146	non radicalized	0.24	neutral
61	3852	non radicalized	0.08	neutral
61	1710	non radicalized	0.15	neutral
61	1469	non radicalized	0.25	neutral
61	7900	non radicalized	0.14	neutral
61	4267	non radicalized	0.81	harmful
61	9297	non radicalized	0.16	neutral
61	2385	non radicalized	0.13	neutral
61	2826	non radicalized	0.05	neutral
61	68	non radicalized	0.16	neutral
61	4800	non radicalized	0.15	neutral
61	6016	non radicalized	0.21	neutral
61	8382	non radicalized	0.15	neutral
61	7091	non radicalized	0.09	neutral
61	6182	non radicalized	0.02	neutral
61	2086	non radicalized	0.18	neutral
61	3189	non radicalized	0.24	neutral
61	4052	non radicalized	0.01	neutral
61	8509	non radicalized	0.13	neutral
61	120	non radicalized	0.01	neutral
61	8058	non radicalized	0.13	neutral
61	8204	non radicalized	0.08	neutral
61	5987	non radicalized	0.07	neutral
61	1638	non radicalized	0.09	neutral
61	3625	non radicalized	0.24	neutral
61	9753	non radicalized	0.11	neutral
61	4402	non radicalized	0.13	neutral
61	9057	non radicalized	0.15	neutral
61	5361	non radicalized	0.07	neutral
61	5484	non radicalized	0.17	neutral
61	5533	non radicalized	0.02	neutral
61	4375	non radicalized	0.18	neutral
61	7744	non radicalized	0.98	harmful
61	9521	non radicalized	0.13	neutral
61	6786	non radicalized	0.08	neutral
61	4350	non radicalized	0.05	neutral
61	1389	non radicalized	0.24	neutral
61	7633	non radicalized	0.13	neutral
61	7852	non radicalized	0.2	neutral
61	9329	non radicalized	0.1	neutral
61	2614	non radicalized	0.2	neutral
61	7541	non radicalized	0.12	neutral
61	5171	non radicalized	0.13	neutral
61	8519	non radicalized	0.14	neutral
61	8826	non radicalized	0.15	neutral
61	1518	non radicalized	0.07	neutral
61	2884	non radicalized	0.13	neutral
61	3016	non radicalized	0.12	neutral
61	305	non radicalized	0.08	neutral
61	3507	non radicalized	0.12	neutral
61	7923	non radicalized	0.16	neutral
61	4882	non radicalized	0.08	neutral
61	1662	non radicalized	0.15	neutral
61	1293	non radicalized	0.16	neutral
61	2523	non radicalized	0.0	neutral
61	7165	non radicalized	0.13	neutral
61	5114	non radicalized	0.86	harmful
61	171	non radicalized	0.14	neutral
61	8618	non radicalized	0.88	harmful
61	1137	non radicalized	0.11	neutral
61	6395	non radicalized	0.05	neutral
61	7940	non radicalized	0.15	neutral
61	5632	non radicalized	0.06	neutral
61	3868	non radicalized	0.12	neutral
61	2266	non radicalized	0.25	neutral
61	4206	non radicalized	0.14	neutral
61	3114	non radicalized	0.04	neutral
61	5681	non radicalized	0.21	neutral
61	2328	non radicalized	0.14	neutral
61	1258	non radicalized	0.15	neutral
61	9681	non radicalized	0.15	neutral
61	2230	non radicalized	0.23	neutral
61	1658	non radicalized	0.15	neutral
61	5728	non radicalized	0.0	neutral
61	2970	non radicalized	0.16	neutral
61	4789	non radicalized	0.05	neutral
61	7713	non radicalized	0.23	neutral
62	6312	semi-radicalized	0.09	neutral
62	4987	semi-radicalized	0.2	neutral
62	108	semi-radicalized	0.23	neutral
62	2911	semi-radicalized	0.15	neutral
62	2444	semi-radicalized	0.12	neutral
62	3116	semi-radicalized	0.81	harmful
62	5229	semi-radicalized	0.0	neutral
62	3678	semi-radicalized	0.2	neutral
62	6596	semi-radicalized	0.01	neutral
62	3863	semi-radicalized	0.01	neutral
62	5225	semi-radicalized	0.03	neutral
62	5895	semi-radicalized	0.22	neutral
62	4222	semi-radicalized	0.9	harmful
62	7099	semi-radicalized	0.16	neutral
62	7658	semi-radicalized	0.85	harmful
62	6737	semi-radicalized	0.11	neutral
62	7437	semi-radicalized	0.1	neutral
62	7581	semi-radicalized	0.21	neutral
62	6061	semi-radicalized	0.2	neutral
62	5685	semi-radicalized	0.15	neutral
62	8746	semi-radicalized	0.79	harmful
62	61	semi-radicalized	0.05	neutral
62	5071	semi-radicalized	0.03	neutral
62	5109	semi-radicalized	0.18	neutral
62	6761	semi-radicalized	0.04	neutral
62	1219	semi-radicalized	0.23	neutral
62	5707	semi-radicalized	0.03	neutral
62	8979	semi-radicalized	0.18	neutral
62	1750	semi-radicalized	0.12	neutral
62	8274	semi-radicalized	0.1	neutral
62	5818	semi-radicalized	0.06	neutral
62	6253	semi-radicalized	0.24	neutral
62	5163	semi-radicalized	0.18	neutral
62	1352	semi-radicalized	0.19	neutral
62	1477	semi-radicalized	0.84	harmful
62	2987	semi-radicalized	0.05	neutral
62	7522	semi-radicalized	0.08	neutral
62	7921	semi-radicalized	0.19	neutral
62	2455	semi-radicalized	0.04	neutral
62	2671	semi-radicalized	0.1	neutral
62	6262	semi-radicalized	0.9	harmful
62	6235	semi-radicalized	0.88	harmful
62	8138	semi-radicalized	0.1	neutral
62	3176	semi-radicalized	0.18	neutral
62	6903	semi-radicalized	0.2	neutral
62	7527	semi-radicalized	0.85	harmful
62	9780	semi-radicalized	0.03	neutral
62	4335	semi-radicalized	0.16	neutral
62	8217	semi-radicalized	0.22	neutral
62	7809	semi-radicalized	0.04	neutral
62	4195	semi-radicalized	0.05	neutral
62	747	semi-radicalized	0.0	neutral
62	6943	semi-radicalized	0.04	neutral
62	9762	semi-radicalized	0.89	harmful
62	5052	semi-radicalized	0.21	neutral
62	4747	semi-radicalized	0.18	neutral
62	5867	semi-radicalized	0.15	neutral
62	2804	semi-radicalized	0.9	harmful
62	8567	semi-radicalized	0.02	neutral
62	9709	semi-radicalized	0.21	neutral
62	4176	semi-radicalized	0.24	neutral
62	5281	semi-radicalized	0.17	neutral
62	2273	semi-radicalized	0.83	harmful
62	1462	semi-radicalized	0.17	neutral
62	525	semi-radicalized	0.03	neutral
62	3440	semi-radicalized	0.06	neutral
62	9728	semi-radicalized	0.05	neutral
62	3996	semi-radicalized	0.12	neutral
62	6646	semi-radicalized	0.02	neutral
62	9055	semi-radicalized	0.01	neutral
